text,"label (1=hate, 0=normal)"
pilai hai kis nazar sy tu ny k mjhy apni khabar nahi hai,0
 lanat hy esi soch py jo aurat ko badnaam aur uska taqdus pamaal krny ki nakaam koshish ki ja rhi..,0
the last complete hero of pakistan film industry 💕 pichlay 30 saalon say pakistan film industry ka iklota super star. 13 saal akela industry ko apnay kandhon par lay kar chalnay wala jab koi dosra industry mein anay ko tiyar nahi tha. the loyal super star one and only shaan,0
kl sy bohat dukhi hain aap kya bat hai ?,0
 team cheera se rabta kren 💔💔,0
daikh lo yahi sub face kiya hai aur ab baat karo tu comments aate hain momina ki jawani kha gaye ahmdi isko dete nhi kuch isliye jalti rehti hai...... ☹️😥,0
" doc, maine tu iss baar kuch nai kaha.. whay have you become this person ? 🤦🏻‍♂️",0
"   hahahahahahahahahahahahaha wah kia mast joke mara hai ke ""hum dosre country pe ziada concentrate nahi kartay"" 😂😂😂😂 as if we don't know ke tum log kitna concentrate kartay ho specifically pakistan pe😂 next joke please 🤣",0
 ma ny aj kal brha b bohat rakhi ha😂😁,0
tmhe majhab k name py kon istemal kr rha ha?,0
  mistake hoga bhai aise nahi hota,0
 lekin asli mai bhee tou kartay hain na. tou khuaab mai ye thori pata chalta hai k khuaab hai ya haqeeqat. phir agar na istemaal karain tou kya pata khuaab na ho haqeeqat ho.,0
 kiya apki beti b yahi kahi gi baba g mera jism meri mrzi,0
from the condemns the attacks on the indian diaspora outside  and urges the west to support marginalised groups in pakistan such as #balochisthan #ahmadiya   for a better,0
 yr mt kro na ye sb..plz bdi muskil se sb thik hua h...nd ap fir vhi kr rhe ho..plz esa mt kro yar..🙏🙏 abhi jo hmari takat h fir vhi hmari kmjori bn jayegi esa krne...so dhyan rakho yr...plzz😢😢😢,0
i binged it when i was on the plane and i couldn’t even scream bc it was a red eye,0
 ap ny video ni dekhi us program ki?,0
kon ha wo?🤔,0
tum kyun bol ri fr batao zara aur aps ki baat ha bol kisko rahi ho,0
 aur yeah apko kis ny kaha k ap meray crush hain??😒,0
 tu kr skta h??,0
same with ahmaddiya. they segregate male and raaje there and rich and poor.,0
 bhai! nai kraan gy. bs tu khush reh,0
mam kindly do tell me in multan where orat march is being organised as i want to participate in a march,0
'crazy foodie' 😂😂😂😂 itna sach ,0
u hate but u do?? toppi drama bss kro bhen,0
astaghfirullah....kesi nazeba baatein krtee hain aap.... mene tou aajtk kiisi lrki se baat tk nhi kee😔😔 shadeed single hoon,0
beta pasand bhi bande ki auqaat wali honi chahue. .mujhe yahan cd 70 naue mil rahi aur tmhain lamborghini ki pari hai,0
im afraid she’s gonna end like qandeel baloch  history repeating itself ...  #hareemshah,0
rt : i just received akhrot from kashmir n kashmiri kulchy toooo😍😍❤️❤️,0
  hahahaha wo main ny click keye thy khud dekhany k leye bt i gues dell kar dye thy bad main 😂😂😂,0
 kal me ny theek tweet kia na 😂,0
 ma 3 month say 7 lenay ka soch rha ho or pasay ni ho rhy 7 kay tujhy lay do,0
 ab dar hu ye dubara pakistan min na dakhil ho jay ,0
 ye zoya kon h?,0
 yeh jo cheating ki hai yeh shukla ko mahaan dikhane k liye hi ki hai  shukla stand lega sabaashi milegi,0
bhai dua kro inshallah phla to zada mza aya ga❤,0
pakis are picasso of labeling people. talking of women right would give you label of feminist for nawaz a patwari for imran a yothia for pashtoons a ghaddar for minority a yahodi agent for your country a ghafoora agent. we don't have vision seeing people as humans. we just label,0
 if u don't mind.. ap ka naaam mubarak pata chal sakta hau?,0
 achaww ab aap bhi aese kahain gee🙂💔,0
 koi bat nhi ap uni ni ayi wapis phir? convention centre sy hi wapis ghr?,0
 lucky hu.. hum ko tu sirf emails wale dm hi ate 😂,0
 q bai dil wahn rhna ka kiraya deti thi ap...,0
ajeeb makhlook ho 😂 na un ko pta ha wo kia prha rhy han na aap logon ko pta ha kia prh rhy ho na koi use ha in ka life ma 😂,0
 dekho main ny apna badla lay liya..😌,0
"teen talak, halala par inki awaz inkey apney male people hi nahi sun rahey",0
wo yaqeenan bohat khush hote k bachun ki kamyabi baap ka fakhr hota hai..allah swt unki maghfirat frmaye ameen..aap ko apni kamyabi mubarak ho 🎉💖,0
bary bary tunkha daar log kar kya rahy hain pcb me..  jub opening cermony karachi me hai to aap agly din aik match rakh daiyn wo bhi karachi me..  km sy km saari teams to ponch sakti hain na.. wo cermony he kya jis me players na hon🙄🙄.,0
galia do jooty maro mgr apke jan ni choro ga yad rkhna bs block mat krna😉😉,0
  bera gark kr rakha angrezi ka tum jeson ny 😑,0
 koi mjsy bat e ni krta,0
masha allah  sadda khush rahein  main bhi theek hoon  aap ki dua shukriya,0
ap to agent lagty boht lifafy milty hn apko isi liye ap haq ada krty hn,0
"woh masjid bana bhi daiga tow they will say its built by a yahoodi agent, wahan namaz qabool nai hogi🤪",0
"excellent historical perspective. however, the rot set earlier when a land owner decided to sell the poor an unachievable hope as well as placating mullahs with anti ahmaddiya movement. not to mention selling out on east pak. bhutto was a confused politician with flawed optics.",0
i just got heels sent with two-day shipping bc i needed them for tomorrow and guess what bitches..... my horrible luck strikes again. they’re two different sizes.,0
tum apni bhen ki bari humy bula lena,0
 sab k sab mutual friends,0
 bt jo shuru krdi phr... wase ab m phr bye bolne e lgi thi so bye,0
 😂😂 ok na btao hah,0
sachay pyaar main rishta manga jata hai haar angle se lee hui pictures nai.😊🙄😂,0
salahudin k baap ne bola k ham case wapis leity hein.tu koi issue nahi koi somoto nahi .is applicant ne bola k mein darkhawast wapis leita hoon tu us per pahla somoto then1 din bhi de dia mulk k aaein se problem nayi qanoon sazi coas k mansab ki insult pm k ikhtiarat ko challange,0
phir uska koi kaam bhi nhi karti.. phir woh mujhy laa k deta hai..😂😂,0
 merey sath na hona meinay naraz hojana hai. 😂,0
hahhahha yraww 😺😺😺😂😂😂had ha ksmeee,0
g likha hai.. ab aap ko itna tajasus hai to tarjume se parho.. quran or aahadees mai yah baat mojud hai ,0
jab masjid ko log tala laga dete ha to masjid ke chande ki peti ma to pesa hota ha g,0
jo teeka tujhe lgata tha wo wala isko bhi lgnaa chahye..,0
not even a single soul.  i repeat  not a single person.   ju ja rha hai.. darwaza band kar k jaye..! . ,0
 na andha na bahra pyar chalak hota ha 🎶,0
  achaw bhaya cigrate churwany wala charus pe lga gya😛,0
 mujy lga shyd neend mai thi😂😂😂😂😂 aik ankh sy daikh rhi thi shyd😂😂😂😂,0
   ye lo beta saboot b le lo! mujrim khud iqrar krty howy!  hawala:  tareek e tibri ,0
phr akhroat hi kha chlgoze ko bhul ja. 😂,0
"when kunal kamra said ""muh se moongfali toot nahi rahi hai, gaand se akhrot todega kya?"" i felt that",0
tujje chod k sidra ko koi psnd ni krta when they don’t want to live together bhn toh apna khoon kyu jla rhi ho,0
"  sir meri complaints pe pehle 3 months to kisi ne kuch nai kiya lakin jab ma ne complaint number k sath khan sb ko twitter pe tag kiya to very next day meri complaints ko ""relief granted""  kr k close kr diya lakin kisi ne aa k dekha tak nai k masla kia ha 😂😂",0
 please ali  bhai do some things   sy bat kro ik or song bn ny k liye kisi ko ye anthem pasand nhi aya,0
 lol tmhary mind me tmhari recent tweet chal rhi ha. mene purani tweet per reply kea tha btw lol,0
 actually howa ye ky aik din aik bachi my aik wrapper board py lagaya agley din dosri my phir ahista ahista sabney hi shuro kardeya ye kam,0
  mujy pata chall gya janu 😍❤️,0
ab mere sath betho me apke munh pr duct tape lga kr bithaon ga😀,0
akhrot ni kha skty poore november main,0
  nhi to aurat march walon ne tere saray haq wapis le lene hain.,0
"rt : hum he ahmaq thay jo tere mazhab ka na socha  tujhe chorna tha, firqe ka bahana ban gya",0
  same here also🙄💚,0
there will be a clash on 8th march aurtain apas mn larain gi .. i repeat there will be a clash.. kuch karo is sy phly baat aggy nikal jai   desi liberals(feminist) vs burqa avengers  #stopauratbarbadimarch,0
 mehrbani krn ap sb log cancer ka mareez hy uss k ly koi madad kr dn pasa ni hy un k pass itna blood cancer hy us ko 03007334159 pr rabta kr ln kisi trha koi bi,0
#mediastayunbiased mujhe achi trhan se yad hai wo din jab hamid mir ke sar par jeo news ka tajj pahenya gya tha. us waqt nawaz ki hakomat ti..r aj ye rishwat khor ban gya hai. q k ye hamry captan ke khelaf hai. ,0
yes... next year say marketing bhi next level ki hogiii.. ,0
 itna tu kisi ne chaha b nahi huga jitna humne socha he tumhe,0
 bhol gae me  nam  sr pe chot lgi thi na  mjhe tb se yaad  hi nae,0
 us ki mt tension liya kro,0
 bilkol theek kha ap ny,0
esi ly main tanhai pasand hon aur ap ,0
 tu to rhene de bas,0
drama main kisi ko pareshan dekh k haqiqat smjhna or haqiqat main kisi ko pareshan dekh k drama smjhna hmari qoam ka qoami khail bn gya hai.,0
" reporter ko pit kar yeh log kya sabit karna chahte hain, kya ine logon ko dar hai ki jo log dharne per baithe hain vah log zee news ke samjhane per kahin apna dharna na khatm kar den",0
 nahi hai din aap ka aaj maan lein aur so jayen,0
so you know truth now or still consider him ahmadiya😂😂😂😂,0
fasla rakain bad mein ap ko yad a jta ha mein ny garylo larki say shadi karni ha,0
you are an ahmadiya so you probably understand the mistreatment of hindus in pakistan.,0
pta hai ye jo schi wali mohabbat hoti ha na ye dill  ya dimagh se ni hoti... ye to rooh se hoti hai tbhi to mrne k bad b zinda rehti ha shyd...,0
  aap ek particular religion ko target karte hai. aap bjp ke tarah desh ke ek khass religion ko badnam kar rahe . logo ko hindustani se hindu muslim bana rahe.  aap apne taqat ka ghalat use kar rahe,0
yaani aap ko husband sabzi lanay k liay chahiay,0
 wo b theek tha,0
 hahah. wo mujy b nhe pata.,0
"apna banao note churao decency ka faida uthao  pyar bantne aye they.  ghar ki hawa badlne aye they. ""ouch ye kya hua wo toh khud hi badal gaye"" kya ye china main badtey ja rahe corona virus ka asar hai ya wo aise hi they 🤣🤣🤣   ",0
  shohar buna k kisi or ko dekha chuka hoga ab tak,0
sari tmari thi jo idr mentions me warh gaye ,0
london walo ko bula lain janab ek dafa,0
beautiful tweet mayray dil ki baat ap nay ker di. thank u like 💔,0
rt : ek hi toh tweet hai. kitni baar rt karwaogi? delete hi kar do na :-),0
bhai hmra nam bhi daal lo list mn,0
 i think sab ka yehi masla 🌚😂,0
 abhi bhi lag raha ab to monchain b chupai thi main nay🙊,0
rt : zaroorat hoti hai to yaad kartey hain or kehtey hain hum tum par martey hain? 😏,0
  khud kon c doodh ki dhuli hai logo ko sab pta hai kashmeera k bare mein,0
 bs na poocho 😢😢,0
"  aj tak tera crush kissi aik per nahi tikka, tujhe khaobboun main koi aik nahi dikha, tera dil her bar anay kay daam per bikka, kiya lagta hai wo tujhe mil jayegi? ab yeh to kissi kitaab main nahi likha.",0
 zada use nhi krti twitter is liye,0
you don't need to tell me anything about the laws of pakistan neither do i need to know from you that wether he's a ahmdiya muslim or not.👎,0
mr. pm me apke us tweet ka intzar kr rha hun jisme ap bolen gy k sub pakistani ghro se nikalen or border pr apni arm force ka sath den q k ab jahadd hi hai jo hona chahye,0
 lo itni sii baat. ek lemon lo usse half cut karo aur forehead par rub karo.,0
 wah g wah kya baat hai janb 🥰,0
chly phr muh sedha kry ap bhi..😒,0
nahi g sari rat nahi ki khbi hahaha din me hi ho jati,0
koi larka real life mein bhook hartal kar b ly na phir b usy milna kuch nai kyun k orat ka koi bhrosa nai kia pta wo keh dy k mene kaha tha ap kri bhook hartal,0
  apni dunya mein jo imf ke dunya see bohat door hae :),0
oh really...matlab kisi ko khush hone ka koi hak nhi aapke hisaab se...bas wo ro ro ke mar jaaye to tume yakeen aa jayega...kaisa bimaar aadmi hai...,0
bhai khayal kr pakistan me corno virus na phela dena ,0
 jo chahye imagine krlein..,0
ok next time sahi sy kro ga.,0
bhai time nikal k 3sry din sohawa to ayein🙈🙈🙊,0
 walaikum salam,0
wo khush hai per shayad humse nahi  wo naraz hai per shayad humse nahi  kon kehta hai ky unky dil me mohabbat nahi  mohabbat to hai per shayad humse nahi 💔,0
rt :  sb kuch mily ga😘😘😘 meri jan,0
fasla rakain pir bad mein ap ky ghar waly desi family mein shadi ni karty,0
waiter: sir ye raha bill me: ye lo paise waiter: sir tip? me: bhai kabhi ladki ke chakkar mein mat padiyo.,0
soudia k prince yahudi pm k saath khushi mana rahay per soudi bhi yaad rakhain sadam sulemani bhi pehlay american wafadar thai un k saath kiya keya yeh american kisi k dost nahi hotay..soudi prince ko bhi samajhna chahye unk saath bhi aisa he hoga jesa saddam k saath hua...,0
oqaat wesy yehii ha hmarii,0
  yar smag gae thi na 🤦😂😂,0
"jumma ki namaz 1:30 pe hti ha  , my dad to me at first azan 😂",0
"building ki parking mei sabha kar rhe ho. muskil se 100-150 logo ki bhid hogi, isse jada to jcb ki khudaai dekhne aate h",0
kdr chupay huay seekhni mjhy,0
sardi ha jag hi nhi rhaaa 😅,0
 novels main toh abhi bhi hota hai..😂😂,0
ajk mein to bht km ha,0
rt : guys vote karo first abhe voting open ha .,0
ab lout any ki zehmat na krna dil bhar gya tere intezar se💔,0
 emoji tera rona b tera khud ki nzrein chek krwa,0
 hn na dilasy  nhi deny chahye na..... 💔,0
#justiceforpriyankareddy #rippriyanakareddy  main yahan se kuch nhi kr sakta par itna to keh sakta hunn ki ladkiyon ki koi kasoor hi nhi he in rapist logo ko na unke maa baap ne chapal main gobbar lapet k nanga karke mara hota na to ye sab na hota...,0
 kisi ka accident hua ho or severe injuries hon ussay phle kahey k baji fareeha se test krwa kr ayen😂😂😂😛,0
    baby thoda time nikalke achhe se dekh,0
"the destiny of pakistan is disintegration/civil war will happen we have to wait and watch there are so many boiling points in pakistani society civil-military-court relation, public relation with political-army between shia- sunni- ahmadiya- phaktun-baloch the minorities in general",0
     esy koi party nahi chorta bhai 20 sall ho gay han party ko lahore m defend karna app ko may b pta na ho kitna mushkil kam tha ham to sath thy han rahyn gay inshallah koi dhaky b dey phr b ppp ❤️🖤💚,0
ya allah khair.😂😂😂...bajii on fire now.😝😝 lgta zyda e dil pe ly lee ha bat😂😂,0
 october max december tak aur job kar ... fir humen y'aad karna,0
  mn bhi miss kr raha tery ko nhi dry fruits ko tcs kra jaldi 😂😂😂😆,0
  ye mjy nani keh rhy hyn😂😂😂,0
bhai na bnana jo log dekh kr roy hen unhen dukh hoga 😁,0
"kasam se. mujhe lagta tha tareekh parhne waale bare qabil, empathy rakhne waale loug hain. phir humain hamari professor aik yahodi ki book talk pe le k gaye. wou itna parha likha insaan, jis ki kitaab harvard publish kr raha tha, usne puri kitaab muslim ko bura kehne k liye likhi",0
 follow back nhi kia tu phir kya unfollow kr den,0
 band main har performer acha tha siwaye is ke. junoon ke naam pe aaj tak paisa kama raha hai. har ganay main bas gala phaar kar cheekhta rehta hai,0
sana - tu task ni karega shehnaaz shehnaaz - mai toh karunga  typical indian siblings ❤️😂  #bb13 #biggboss13 #shehnaazgill,0
"it was a great honour to attend a reception hosted by ambassador randay w. berry at his residence where i met the honorable jared polis, i was thrilled to know that the honorable jared polis is an entrepreneur.",0
 main to dua karti hon k aj mujhe shanawaru bhiya se reply mil jaye ameen🙏 😆😉😀😃😄😆😆😆😆 👇 ,0
mara jism meri marzi mushahid ullah khan speech in senate kamal ka jawab...,0
"everytime i am leaving for isb abba holds my hands and says ""phir kab aao gi"" and thats makes me think ""bhar mein jaae uni mujhe apke paas hi rehna hai baba""😭😭😭",0
  😂😂😂ye aap ki nani ki janu hy😜,0
 ary nh hotaa wo to bs thrkiyon se bchny k liye thora bht dikha deti hongi attitude once they get comfortable tb to attitude nh dikhati i guess..,0
"mother language day! ""meri maa boli punjabi zindabad e rehni ay""",0
rt : me na jaon ga kabhi tjh chod k ye jan ly,0
 jesy main apko janti he nhi hn🙂,0
fasla rakhein phr bad main aapki amma ko gharelo larki chahiye hoti hai. 😑🤧,0
"roti tandoor ki achi, rishtaydari door ki achi.",0
yeah tum dono ek dusray ko dekh k har waqt muskuratay q rehtay ho..kuch toh garbar hai..🤣🤣,0
"what is halala ?  a holy way to reverse the ""khulla""",0
kia hua partner  itny dino bad aein kse hain,0
hum sy toh na ho paye ga😂😂,0
  aby tu phr agai,0
